Name,RAJ2000,DEJ2000,U,e_U,B,e_B,V,e_V,I,e_I,J,e_J,H,e_H,K,e_K,[3.6],e_[3.6],[4.5],e_[4.5],[5.8],e_[5.8],[8.0],e_[8.0],[24],e_[24],SpT
Sk -68 38,76.17666638888888,-68.07653055555555,12.251,0.024,13.026,0.027,13.382,0.2561,15.423,0.1,13.539,0.024,13.588,0.027,13.697,0.031,13.727,0.052,13.698,0.038,13.916,0.105,,,,,OBA
BAT99-18,76.28512583333332,-70.3791961111111,13.572,0.038,14.452,0.043,14.669,0.0421,14.714,0.041,14.617,0.026,14.468,0.033,14.341,0.042,13.87,0.031,13.502,0.034,13.351,0.044,12.978,0.06,,,WR
Sk -66 58,76.3009186111111,-66.73683166666666,,,,,,,,,10.036,0.024,9.999,0.026,9.962,0.026,9.749,0.024,9.713,0.021,9.635,0.026,9.553,0.027,9.221,0.1061,OBA
Sk -68 40,76.3132936111111,-68.03724666666666,10.81,0.152,11.721,0.017,11.46,0.2491,11.725,0.055,11.744,0.022,11.76,0.024,11.785,0.024,11.653,0.027,11.631,0.029,11.565,0.038,11.556,0.046,,,OBA
Sk -70 66,76.31942,-70.47188583333332,,,12.554,0.059,12.515,0.2321,13.055,0.115,13.135,0.022,13.226,0.026,13.274,0.025,13.218,0.033,13.222,0.037,13.268,0.033,13.282,0.068,,,OBA
Sk -68 41,76.36296083333332,-68.16738888888888,10.855,0.067,11.868,0.045,11.999,0.1001,12.086,0.278,12.233,0.022,12.298,0.022,12.239,0.027,12.271,0.034,12.27,0.031,12.233,0.046,12.261,0.072,,,OBA
Sk -65 30,76.52083583333332,-65.6647797222222,12.938,0.141,13.796,0.095,13.835,0.0511,13.708,0.04,13.756,0.022,13.681,0.026,13.472,0.026,13.139,0.028,12.975,0.031,12.726,0.047,12.514,0.049,,,OBAe
Sk -68 45,76.53033444444443,-68.11839277777777,10.782,0.073,11.888,0.208,12.007,0.0421,12.136,0.048,12.36,0.027,12.419,0.035,12.44,0.027,12.372,0.034,12.352,0.036,12.359,0.045,12.391,0.055,,,OBA
Sk -68 47,76.56095888888888,-68.11086277777777,12.098,0.048,13.157,0.07,13.271,0.0591,13.352,0.046,13.574,0.022,13.579,0.026,13.605,0.027,13.622,0.039,13.557,0.034,13.596,0.054,,,,,OBA
Sk -68 46,76.56179055555555,-68.55036166666666,11.493,0.01,12.484,0.01,12.516,0.0101,12.345,0.15,12.498,0.024,12.542,0.03,12.498,0.03,12.411,0.038,12.4,0.036,12.384,0.039,12.225,0.048,,,OBA
Sk -70 78,76.56683361111111,-70.49324805555554,10.291,0.174,11.044,0.154,11.159,0.1341,11.443,0.042,11.495,0.023,11.548,0.025,11.563,0.026,11.435,0.024,11.389,0.024,11.339,0.046,11.362,0.039,,,OBA
Sk -67 45,76.57858277777777,-67.69644166666666,12.117,0.021,12.894,0.028,12.782,0.1161,13.02,0.039,13.135,0.022,13.137,0.024,13.181,0.024,13.084,0.024,13.083,0.024,13.078,0.036,13.062,0.052,,,OBA
BI 78,76.69000249999999,-70.4055861111111,12.673,0.01,13.664,0.01,13.796,0.0101,13.834,0.062,13.979,0.023,14.078,0.027,14.071,0.034,14.066,0.034,14.099,0.04,14.057,0.065,,,,,OBA
BI 74,76.7163772222222,-68.42958083333332,13.053,0.12,13.772,0.033,13.956,0.0331,14.284,0.039,14.469,0.027,14.579,0.038,14.634,0.053,14.686,0.039,14.713,0.051,14.936,0.179,,,,,OBA
Sk -71 7,76.73774722222221,-71.22280888888888,12.04,0.036,12.748,0.059,13.052,0.3181,12.963,0.042,13.172,0.023,13.224,0.026,13.19,0.026,13.241,0.026,13.198,0.034,13.171,0.035,13.192,0.058,,,OBA
Sk -67 46,76.7566222222222,-67.6249161111111,11.406,0.023,12.228,0.036,12.339,0.0361,12.436,0.087,12.548,0.023,12.612,0.03,12.609,0.03,12.539,0.029,12.541,0.025,12.436,0.041,12.464,0.051,,,OBA
Sk -68 52,76.83508305555554,-68.53572083333333,10.593,0.07,11.581,0.07,11.646,0.1671,11.709,0.107,11.736,0.021,11.751,0.025,11.754,0.026,11.649,0.025,11.639,0.026,11.577,0.029,11.521,0.044,,,OBA
Sk -71 8,76.8469161111111,-71.1983336111111,12.243,0.032,12.995,0.114,13.156,0.0991,13.299,0.034,13.473,0.023,13.531,0.026,13.604,0.028,13.611,0.023,13.558,0.032,13.548,0.051,,,,,OBA
BI 81,76.86683638888888,-70.51033027777777,13.188,0.037,14.104,0.046,14.119,0.0331,14.044,0.04,14.054,0.024,13.973,0.029,13.868,0.032,13.558,0.031,13.368,0.033,13.217,0.061,12.856,0.054,,,OBAe
Sk -71 8a,76.87821194444443,-71.14780416666666,11.663,0.036,12.357,0.093,12.374,0.1491,12.656,0.052,13.045,0.023,13.086,0.025,13.081,0.027,13.132,0.044,13.094,0.026,13.09,0.036,13.077,0.062,,,OBA
Sk -71 9,76.89778888888888,-71.20752722222221,11.869,0.046,12.198,0.109,12.943,0.3221,12.586,0.09,12.899,0.024,13.0,0.035,13.043,0.037,12.948,0.032,12.957,0.03,12.92,0.05,12.919,0.067,,,OBA
Sk -71 11,76.91549666666666,-71.0268936111111,11.681,0.065,12.477,0.08,12.621,0.0261,12.695,0.091,12.961,0.027,12.994,0.03,12.948,0.038,12.936,0.024,12.903,0.028,12.826,0.038,12.844,0.057,,,OBA
Sk -69 65,77.05178833333332,-69.23161333333333,11.793,0.01,12.654,0.01,12.726,0.0101,12.436,0.206,12.755,0.02,12.811,0.022,12.928,0.031,12.8,0.023,12.819,0.025,12.772,0.037,12.856,0.042,,,OBA
Sk -71 12,77.24462138888887,-71.42460638888888,12.187,0.037,16.819,0.16,13.536,0.06,,,13.462,0.022,13.366,0.026,13.1,0.025,13.379,0.028,13.126,0.034,12.874,0.047,12.53,0.055,,,OBAe
Sk -71 13,77.35016638888888,-71.3503875,13.022,0.306,13.662,0.028,13.832,0.022,,,14.279,0.023,14.385,0.031,14.45,0.045,14.45,0.051,14.44,0.04,14.608,0.07,,,,,OBAe
Sk -71 14,77.41212472222222,-71.40061194444444,9.929,0.181,10.648,0.035,10.42,0.1031,11.864,0.429,10.306,0.024,10.218,0.026,10.155,0.02,10.076,0.021,10.01,0.021,10.0,0.024,9.975,0.027,9.474,0.1337,OBA
BAT99-19,77.41841888888888,-68.89022055555554,12.773,0.01,13.594,0.01,13.746,0.0101,13.697,0.039,13.304,0.029,13.152,0.032,12.901,0.039,12.404,0.02,11.929,0.024,11.841,0.031,11.467,0.044,,,WR
Sk -68 58,77.4382936111111,-68.76941666666666,,,,,,,,,12.069,0.022,12.064,0.026,12.049,0.024,11.825,0.041,11.69,0.072,11.352,0.07,,,4.387,0.006845,OBA
Sk -67 52,77.52712249999999,-67.23669416666665,12.305,0.024,13.232,0.03,13.291,0.0481,13.387,0.023,13.413,0.024,13.426,0.029,13.484,0.032,13.518,0.023,13.459,0.033,13.402,0.068,13.303,0.084,,,OBA
LH31-1003,77.54933166666666,-68.90133666666665,14.003,0.01,13.724,0.01,13.186,0.0101,12.527,0.087,11.927,0.023,11.631,0.025,11.581,0.023,11.501,0.019,11.506,0.021,11.403,0.031,11.147,0.082,,,OBA
Sk -67 54,77.71575166666666,-67.17399611111111,11.725,0.022,12.668,0.047,12.68,0.0931,12.929,0.031,12.982,0.024,13.082,0.027,13.107,0.027,13.153,0.026,13.137,0.027,13.164,0.038,13.164,0.065,,,OBA
BI 99,78.14179222222221,-68.7169725,12.787,0.049,13.825,0.031,13.838,0.0351,13.871,0.136,13.735,0.022,13.581,0.025,13.446,0.025,13.489,0.027,13.339,0.025,13.226,0.04,13.115,0.058,,,OBAe
Sk -65 39,78.22941583333332,-65.0965272222222,,,,,,,,,14.388,0.023,14.495,0.028,14.603,0.046,14.589,0.039,14.522,0.041,14.532,0.065,,,,,OBA
BI 101,78.25045777777777,-69.39347083333332,,,,,,,,,13.551,0.022,13.572,0.026,13.629,0.028,13.643,0.035,13.624,0.041,13.671,0.058,,,,,OBA
BI 103,78.28475194444444,-69.30113972222222,13.349,0.03,14.093,0.029,14.06,0.0871,14.029,0.043,14.163,0.027,14.187,0.035,14.17,0.04,14.243,0.045,14.213,0.04,14.114,0.075,,,,,OBA
Sk -69 75,78.37825,-69.53991694444444,10.227,0.099,10.735,0.143,11.123,0.0551,10.715,0.054,10.45,0.022,10.38,0.025,10.264,0.024,9.523,0.024,9.401,0.02,9.296,0.024,9.16,0.028,,,OBA
Sk -70 83,78.37945555555555,-70.29963666666666,12.838,0.144,13.89,0.04,13.754,0.0931,13.594,0.127,13.607,0.022,13.487,0.026,13.281,0.025,12.983,0.02,12.835,0.019,12.599,0.029,12.424,0.038,,,OBAe
Sk -69 76,78.40804277777777,-69.30027777777777,10.727,0.051,11.418,0.142,11.075,0.2221,11.838,0.248,12.264,0.033,12.347,0.042,12.347,0.048,12.345,0.064,12.237,0.054,12.108,0.066,,,,,OBA
R82,78.41217027777776,-69.35224916666665,11.325,0.031,12.084,0.095,11.754,0.1751,11.649,0.231,11.359,0.025,10.835,0.028,,,7.755,0.03,7.042,0.021,6.406,0.029,5.692,0.025,4.12,0.01484,OBAe
BAT99-21,78.43237305555554,-67.37483222222221,12.144,0.125,13.002,0.035,13.161,0.1321,13.271,0.04,13.336,0.04,13.329,0.026,13.209,0.026,13.001,0.029,12.748,0.03,12.641,0.057,12.349,0.051,,,WR
S22,78.47079472222221,-67.44858555555555,11.509,0.02,12.052,0.052,11.701,0.0341,10.952,0.04,10.37,0.022,9.751,0.025,8.462,0.021,6.288,0.028,5.573,0.028,4.954,0.028,4.375,0.026,3.099,0.007928,OBAe
BAT99-22,78.47612749999999,-69.52964027777777,11.429,0.03,11.881,0.092,12.041,0.0741,10.429,0.167,9.405,0.022,8.538,0.021,8.122,0.021,7.605,0.032,7.486,0.023,7.155,0.018,6.442,0.024,4.642,0.009362,WR
Sk -67 66,78.50791916666665,-67.33097083333332,10.749,0.127,11.566,0.043,11.499,0.0571,11.485,0.079,11.481,0.022,11.53,0.026,11.525,0.023,11.456,0.025,11.424,0.028,11.379,0.032,11.344,0.034,,,OBA
Sk -69 80,78.54599749999998,-69.54352583333332,11.494,0.031,11.409,0.182,11.374,0.1891,10.789,0.058,10.505,0.021,10.388,0.023,10.314,0.021,10.171,0.032,10.113,0.02,10.078,0.025,10.024,0.029,,,OBA
BAT99-24,78.55287166666666,-69.32394416666666,13.668,0.03,14.101,0.03,14.292,0.0581,14.15,0.044,13.84,0.022,13.669,0.026,13.375,0.025,12.826,0.04,12.346,0.033,12.19,0.049,11.716,0.058,,,WR
LH39-21,78.55508416666666,-69.55677805555554,13.202,0.035,14.107,0.03,14.099,0.0351,14.003,0.044,,,14.55,0.033,14.464,0.04,14.398,0.047,14.301,0.056,14.229,0.08,,,,,OBAe
BI 111,78.5707475,-69.30452722222222,12.103,0.01,13.144,0.01,13.216,0.0101,13.433,0.1,13.539,0.033,13.583,0.034,13.618,0.039,13.681,0.04,13.669,0.047,13.453,0.09,,,,,OBA
Sk -69 83,78.62349694444444,-69.4954375,10.399,0.089,11.435,0.084,11.603,0.2201,11.682,0.127,11.863,0.031,11.895,0.041,11.923,0.042,11.821,0.032,11.821,0.038,11.781,0.049,11.82,0.053,,,OBA
Sk -69 82,78.63153833333332,-69.2314986111111,10.388,0.074,11.013,0.044,11.053,0.062,,,10.724,0.022,10.714,0.028,10.668,0.025,10.611,0.025,10.594,0.023,10.583,0.027,10.583,0.043,,,OBA
Sk -70 84,79.05687722222221,-70.57463833333333,11.713,0.01,12.714,0.01,12.816,0.0101,12.833,0.085,13.113,0.023,13.129,0.026,13.184,0.028,13.21,0.044,13.163,0.03,13.201,0.039,13.199,0.068,,,OBA
S93,79.1324997222222,-68.369255,12.537,0.078,12.747,0.208,12.617,0.1191,12.501,0.15,12.221,0.025,11.714,0.026,10.519,0.025,8.272,0.028,7.498,0.026,6.826,0.018,5.997,0.022,3.947,0.008668,OBAe
BAT99-26,79.16183472222221,-69.27803027777777,13.791,0.034,14.388,0.032,14.598,0.0511,14.336,0.044,13.827,0.031,13.517,0.036,13.372,0.035,13.146,0.088,13.053,0.032,12.831,0.091,,,,,WR
Sk -70 85,79.27346027777777,-70.32305138888889,11.243,0.01,12.344,0.01,12.376,0.0101,12.431,0.088,12.545,0.024,12.509,0.025,12.582,0.03,12.484,0.034,12.417,0.024,12.427,0.047,12.417,0.047,,,OBA
Sk -69 89,79.32308194444444,-69.77892305555555,10.211,0.084,11.999,0.095,11.428,0.0741,11.474,0.232,11.431,0.025,11.429,0.025,11.415,0.025,11.343,0.024,11.334,0.023,11.288,0.029,11.233,0.033,,,OBA
R86,79.5457536111111,-69.21871944444443,,,,,,,,,11.61,0.076,11.756,0.082,11.637,0.08,11.934,0.063,11.853,0.079,11.821,0.061,11.811,0.091,,,OBA
LH41-1011,79.5465011111111,-69.21744527777777,,,,,,,,,12.4,0.08,12.53,0.088,12.57,0.075,12.847,0.101,12.819,0.09,12.862,0.063,,,,,OBA
LH41-1006,79.55020888888887,-69.21755972222222,10.365,0.079,11.489,0.227,11.281,0.186,,,11.971,0.076,12.048,0.081,11.975,0.071,12.116,0.07,12.054,0.045,12.02,0.039,12.07,0.078,,,OBA
LH41-51,79.55750277777777,-69.20030222222222,11.318,0.047,12.111,0.08,12.33,0.2011,12.707,0.301,12.607,0.03,12.593,0.037,12.655,0.038,12.671,0.037,12.696,0.034,12.641,0.05,,,,,OBA
LH41-1012,79.56996138888888,-69.25152583333332,11.252,0.032,12.086,0.13,12.01,0.1591,12.397,0.321,12.781,0.033,12.854,0.034,12.895,0.038,12.826,0.075,12.756,0.053,12.795,0.05,12.74,0.066,,,OBA
Sk -69 97,79.57504277777777,-69.76352694444444,12.003,0.01,12.934,0.01,12.916,0.0101,13.295,0.501,12.74,0.027,12.73,0.031,12.562,0.034,12.389,0.025,12.295,0.024,12.162,0.036,11.996,0.053,,,OBA
Sk -69 99,79.62570944444444,-69.2205811111111,,,,,,,,,11.597,0.023,11.555,0.024,11.574,0.023,11.478,0.023,11.409,0.023,11.413,0.028,11.423,0.052,,,OBA
LH41-27,79.70595555555555,-69.23483277777777,11.703,0.01,12.774,0.01,12.936,0.01,,,13.017,0.022,13.09,0.024,13.033,0.023,12.983,0.032,12.912,0.041,12.599,0.079,,,,,OBA
Sk -65 40,79.71558388888887,-65.68958277777777,11.187,0.14,9.484,0.173,9.984,0.094,,,11.865,0.023,11.927,0.029,11.905,0.021,11.842,0.024,11.84,0.025,11.811,0.028,11.802,0.04,,,OBA
Sk -69 104,79.74783333333332,-69.2152175,,,,,,,,,12.539,0.021,12.624,0.027,12.699,0.03,12.627,0.031,12.599,0.029,12.568,0.055,,,,,OBA
BI 141,79.76587666666666,-69.63791666666665,11.38,0.037,12.026,0.03,12.722,0.2201,12.737,0.249,12.269,0.027,12.263,0.027,12.273,0.033,12.299,0.085,12.163,0.098,,,,,,,OBA
BAT99-28,79.81808472222221,-69.65555583333332,11.193,0.04,11.754,0.04,12.213,0.2371,11.953,0.357,12.286,0.029,12.27,0.033,12.011,0.032,11.827,0.025,11.508,0.031,11.406,0.035,11.01,0.068,,,WR
Sk -69 107,79.82404333333332,-69.65394583333332,,,,,,,,,11.755,0.036,11.788,0.039,11.871,0.039,11.878,0.064,11.847,0.052,11.916,0.057,11.996,0.084,,,OBA
BI 142,79.88295749999999,-66.63871777777777,13.095,0.029,13.983,0.029,14.017,0.0531,14.151,0.051,14.259,0.023,14.34,0.026,14.392,0.034,14.383,0.034,14.292,0.048,14.399,0.097,,,,,OBA
Sk -65 43,79.94103999999999,-65.6850586111111,12.962,0.077,13.885,0.071,13.906,0.0451,13.935,0.042,13.815,0.022,13.69,0.025,13.496,0.026,13.479,0.03,13.256,0.026,13.15,0.029,12.84,0.038,,,OBAe
Sk -67 76,80.02383416666666,-67.35297388888888,11.575,0.025,12.542,0.043,12.589,0.1951,12.845,0.028,12.932,0.033,12.952,0.044,12.975,0.039,12.953,0.026,12.877,0.025,12.865,0.052,12.751,0.051,,,OBA
XMMUJ052016.0-6925,80.06666555555555,-69.41805277777777,13.905,0.031,14.785,0.031,14.944,0.0651,14.665,0.073,14.587,0.031,14.443,0.04,14.23,0.039,13.795,0.025,13.563,0.028,13.358,0.045,13.124,0.045,,,OBAe
Sk -67 78,80.07949833333332,-67.30158999999999,,,,,,,,,11.423,0.026,11.452,0.035,11.378,0.024,11.307,0.028,11.266,0.022,11.237,0.026,11.217,0.03,,,OBA
Sk -69 110,80.1405411111111,-69.54319749999999,,,,,,,,,11.774,0.024,11.667,0.025,11.677,0.025,11.579,0.027,11.576,0.027,11.557,0.028,11.487,0.042,,,OBA
BAT99-29,80.1863786111111,-65.4723586111111,13.774,0.042,14.29,0.058,14.55,0.0201,14.534,0.155,14.363,0.023,14.282,0.028,14.025,0.028,13.568,0.027,13.126,0.029,12.979,0.044,12.603,0.049,,,WR
Sk -69 111,80.21775055555554,-69.54655472222221,,,,,,,,,12.063,0.026,12.089,0.03,12.089,0.032,11.957,0.049,12.007,0.034,11.943,0.07,,,7.487,0.02984,OBA
Sk -65 47,80.22779083333333,-65.45507805555555,11.451,0.03,12.27,0.058,12.466,0.1521,12.741,0.078,12.849,0.029,12.897,0.031,12.908,0.036,12.93,0.027,12.86,0.03,12.861,0.046,12.681,0.056,,,OBA
Sk -65 49,80.27429194444443,-65.96224972222221,13.009,0.084,13.914,0.08,13.977,0.0421,14.181,0.023,14.244,0.023,14.298,0.025,14.28,0.033,14.329,0.033,14.298,0.047,14.215,0.071,,,,,OBA
Sk -65 50,80.30117027777777,-65.4971086111111,12.272,0.03,13.014,0.062,13.174,0.0231,13.348,0.042,13.508,0.022,13.578,0.026,13.584,0.026,13.621,0.022,13.612,0.026,13.586,0.037,13.554,0.054,,,OBA
Sk -69 113,80.34333027777777,-69.45224749999998,,,,,,,,,10.435,0.023,10.369,0.027,10.336,0.026,10.208,0.023,10.175,0.02,10.152,0.025,10.1,0.022,,,OBA
BI 146,80.37666333333333,-67.54396833333332,13.635,0.091,14.367,0.033,14.482,0.0561,14.745,0.039,14.899,0.025,15.024,0.034,15.087,0.057,15.109,0.03,15.182,0.038,14.945,0.105,,,,,OBA
Sk -71 18,80.46412666666666,-71.36708833333333,,,,,,,,,14.222,0.027,13.986,0.033,13.971,0.039,13.264,0.039,13.126,0.035,13.008,0.05,12.847,0.055,,,OBA
BAT99-30,80.49041749999999,-65.81674972222221,12.395,0.03,13.062,0.103,13.302,0.1371,13.295,0.101,13.235,0.021,13.124,0.031,12.94,0.035,12.531,0.03,12.227,0.029,12.063,0.041,11.716,0.04,,,WR
LH47-160,80.49199666666665,-67.91832722222222,14.263,0.046,15.315,0.015,15.441,0.0271,15.546,0.044,15.632,0.036,15.668,0.059,15.553,0.1,15.526,0.128,15.327,0.162,,,,,,,OBAe
LH47-184,80.4974136111111,-67.95710749999999,13.142,0.107,14.589,0.047,14.276,0.0851,14.182,0.079,14.324,0.044,14.16,0.063,13.838,0.064,13.558,0.164,,,,,,,,,OBA
LH47-237,80.51620472222221,-67.92458333333333,11.981,0.045,11.547,0.125,12.781,0.1591,12.835,0.073,12.947,0.024,12.987,0.029,12.933,0.04,13.014,0.05,13.013,0.047,,,,,,,OBA
BAT99-31,80.51809999999999,-67.98509999999999,14.589,0.043,15.326,0.017,15.207,0.0361,14.993,0.04,14.497,0.025,14.323,0.032,13.968,0.035,13.423,0.042,12.948,0.043,12.941,0.108,,,,,WR
LH47-265,80.5252075,-67.93438722222221,13.37,0.029,14.219,0.019,14.368,0.0721,14.166,0.043,13.674,0.027,13.592,0.039,13.347,0.038,12.959,0.109,12.803,0.035,12.663,0.071,,,,,OBAe
BAT99-32,80.59387222222222,-71.59947194444443,11.583,0.051,12.337,0.061,12.299,0.2031,12.602,0.157,12.59,0.024,12.456,0.025,12.289,0.034,11.872,0.023,11.53,0.024,11.385,0.033,10.993,0.056,,,WR
Sk -68 72a,80.69470972222221,-68.06542222222221,12.191,0.074,12.464,0.129,12.946,0.1161,12.996,0.04,12.994,0.024,12.98,0.029,12.975,0.04,12.953,0.036,12.912,0.045,12.889,0.083,,,,,OBA
Sk -71 23,80.71329499999999,-71.71786499999999,10.887,0.034,11.43,0.145,11.476,0.212,,,11.673,0.024,11.623,0.025,11.635,0.026,11.513,0.022,11.456,0.025,11.455,0.04,11.429,0.104,,,OBA
BAT99-33,80.74908444444443,-68.02961722222221,,,,,,,,,10.536,0.023,10.323,0.025,10.012,0.025,9.641,0.027,9.353,0.021,9.201,0.024,8.948,0.023,,,OBAe
Sk -67 90,80.75274666666665,-67.1894761111111,,,,,,,,,11.499,0.023,11.479,0.024,11.51,0.023,11.502,0.027,11.472,0.02,11.42,0.027,11.41,0.029,,,OBA
BAT99-34,80.79191583333332,-71.34747305555554,11.732,0.031,12.445,0.075,12.657,0.1351,12.96,0.038,13.111,0.024,13.212,0.033,12.947,0.031,12.751,0.036,12.457,0.026,12.302,0.042,12.069,0.042,,,WR
Sk -67 91,80.81095888888888,-67.43450166666666,,,,,,,,,12.145,0.021,12.183,0.026,12.169,0.028,12.097,0.051,12.103,0.025,12.115,0.036,12.125,0.044,,,OBA
BAT99-35,80.82504277777777,-65.94916527777777,13.87,0.029,14.624,0.015,14.876,0.0211,14.929,0.059,14.665,0.026,14.565,0.027,14.335,0.035,13.861,0.025,13.48,0.031,13.36,0.033,13.002,0.052,,,WR
BI 153,80.84233083333332,-67.1434175,,,,,,,,,13.856,0.023,13.897,0.027,13.95,0.034,13.998,0.021,13.945,0.025,13.974,0.039,,,,,OBA
Sk -70 89a,80.84462749999999,-70.42260749999998,12.812,0.038,13.831,0.058,13.87,0.0481,14.224,0.04,14.331,0.023,14.401,0.031,14.449,0.043,14.518,0.038,14.469,0.042,14.455,0.104,,,,,OBA
Sk -66 78,80.8765411111111,-66.70316305555555,11.463,0.022,12.164,0.047,12.391,0.1831,11.241,0.163,12.461,0.024,12.572,0.03,12.544,0.027,12.523,0.036,12.463,0.026,12.409,0.045,12.382,0.059,,,OBA
Sk -69 120,81.08870694444444,-69.71244055555555,11.474,0.027,13.294,0.403,12.638,0.1441,13.069,0.338,13.197,0.027,13.219,0.038,13.217,0.036,13.256,0.056,13.206,0.031,13.225,0.05,12.986,0.098,,,OBA
BAT99-36,81.10079194444444,-68.52655777777777,13.593,0.033,14.427,0.024,14.367,0.0371,14.574,0.023,14.269,0.03,14.161,0.031,13.89,0.033,13.498,0.048,12.985,0.027,12.815,0.053,12.359,0.062,,,WR
Sk -65 58,81.12696083333333,-65.82047277777777,13.082,0.244,13.928,0.019,13.914,0.0361,13.69,0.044,13.663,0.025,13.531,0.024,13.256,0.026,12.77,0.03,12.567,0.028,12.326,0.042,12.062,0.03,,,OBAe
BAT99-37,81.22619999999999,-66.23639999999999,16.08,0.036,16.545,0.02,16.328,0.0261,15.915,0.03,15.162,0.029,14.857,0.04,14.538,0.043,13.998,0.032,13.53,0.038,13.451,0.064,,,,,WR
Sk -71 29,81.27637472222222,-71.46441638888888,13.001,0.03,13.784,0.028,14.052,0.0241,14.201,0.058,14.438,0.026,14.578,0.034,14.658,0.05,14.695,0.034,14.737,0.042,,,,,8.261,0.04488,OBAe
Sk -69 124,81.32604222222221,-69.05319972222222,11.583,0.01,12.664,0.01,12.826,0.0101,12.791,0.192,13.129,0.022,13.202,0.024,13.267,0.027,13.248,0.037,13.182,0.031,13.197,0.04,13.251,0.069,,,OBA
Sk -67 100,81.4122086111111,-67.3166961111111,,,,,,,,,12.128,0.026,12.161,0.027,12.165,0.021,12.175,0.025,12.181,0.025,12.121,0.044,12.144,0.04,,,OBA
Sk -66 89,81.46908583333332,-66.82372277777777,12.899,0.073,13.637,0.031,13.837,0.0281,14.057,0.026,14.233,0.024,14.29,0.03,14.313,0.037,14.327,0.029,14.282,0.029,14.331,0.055,14.224,0.106,,,OBA
Sk -67 101,81.48437499999999,-67.50800333333332,,,,,,,,,13.0,0.023,13.064,0.025,13.105,0.025,13.188,0.032,13.204,0.032,13.181,0.039,13.321,0.083,,,OBA
BI 167,81.49795527777776,-69.1874161111111,13.462,0.027,14.245,0.035,14.226,0.0281,14.088,0.035,14.111,0.027,13.956,0.028,13.783,0.039,13.47,0.058,13.159,0.033,12.94,0.064,12.651,0.048,,,OBAe
BAT99-38,81.51650249999999,-67.49919138888887,,,10.859,0.268,11.621,0.098,,,11.764,0.029,11.615,0.027,10.972,0.023,9.228,0.035,8.594,0.028,8.16,0.02,7.669,0.027,,,WR
Sk -66 93,81.58662416666665,-66.51574722222222,12.478,0.021,13.348,0.102,13.299,0.1151,13.741,0.037,13.753,0.023,13.837,0.026,13.857,0.029,13.873,0.025,13.902,0.039,13.846,0.068,,,,,OBA
LH58-100,81.6019136111111,-68.78472138888888,12.63,0.038,13.617,0.106,13.628,0.2671,13.283,0.079,13.02,0.022,12.833,0.021,12.734,0.03,12.411,0.033,12.3,0.03,12.135,0.067,,,,,OBA
BAT99-39,81.62608333333333,-68.84097277777776,,,10.355,0.156,10.704,0.193,,,12.747,0.028,12.807,0.035,12.718,0.036,12.685,0.039,12.422,0.031,12.302,0.051,12.029,0.059,,,WR
LH58-232,81.63058472222221,-68.80828083333333,,,,,,,,,,,,,15.357,0.1,14.669,0.093,14.44,0.064,12.679,0.14,,,,,OBA
BAT99-41,81.67741388888888,-69.11594388888888,14.308,0.274,14.56,0.032,14.809,0.0581,14.589,0.027,14.287,0.025,14.107,0.032,13.839,0.032,13.28,0.032,12.827,0.032,12.722,0.047,12.356,0.103,,,WR
BAT99-42,81.68883499999998,-68.83132916666666,,,,,,,,,9.889,0.027,9.852,0.026,9.794,0.021,9.63,0.034,9.558,0.023,9.508,0.024,9.375,0.028,,,WR
BI 170,81.69870749999998,-69.1033325,11.823,0.01,12.914,0.01,13.116,0.0101,12.975,0.104,13.465,0.022,13.522,0.025,13.582,0.027,13.498,0.055,13.51,0.052,13.446,0.108,,,,,OBA
Sk -67 111,81.70033249999999,-67.49160777777777,,,,,,,,,12.945,0.022,13.013,0.023,13.028,0.024,12.983,0.032,12.948,0.031,12.898,0.047,12.902,0.062,,,OBA
Sk -69 134,81.70954138888888,-69.16994472222221,,,,,,,,,13.289,0.023,13.373,0.027,13.377,0.026,13.353,0.031,13.339,0.038,13.351,0.044,13.423,0.097,,,OBA
Sk -67 112,81.73533638888888,-67.65972138888888,,,,,,,,,12.282,0.038,12.352,0.04,12.338,0.038,12.359,0.035,12.331,0.022,12.302,0.044,12.318,0.045,,,OBA
Sk -70 90a,81.7853775,-70.50194555555555,12.93,0.042,13.633,0.054,13.606,0.1021,13.764,0.043,13.806,0.031,13.838,0.04,13.886,0.045,13.817,0.039,13.832,0.035,13.767,0.061,13.697,0.072,8.711,0.06759,OBA
BI 173,81.79141999999999,-69.13236249999999,,,,,,,,,13.235,0.022,13.31,0.026,13.351,0.026,13.296,0.032,13.278,0.037,13.241,0.046,13.06,0.065,,,OBA
S35,81.82433333333333,-66.368225,12.458,0.029,13.239,0.17,13.056,0.0991,12.484,0.106,12.417,0.041,11.897,0.044,10.801,0.026,8.568,0.03,7.795,0.021,7.128,0.015,6.217,0.022,3.456,0.006222,OBAe
Sk -67 116,81.83554083333333,-67.2143861111111,10.884,0.107,10.612,0.199,11.361,0.094,,,11.345,0.024,11.37,0.028,11.344,0.021,11.325,0.027,11.28,0.028,11.279,0.028,11.281,0.036,,,OBA
Sk -69 139,81.84754166666666,-69.0142211111111,12.046,0.07,10.005,0.095,11.95,0.2591,10.189,0.09,11.848,0.022,11.867,0.022,11.853,0.019,11.769,0.043,11.719,0.024,11.715,0.035,11.652,0.041,,,OBA
